"Descripcio";"Nom_comercial";"Codi_carrer";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"SERVEIS D'ODONTOLOGIA";"-";"0585";"Avinguda de Sant Narcís";"115";"-";"N";"";"-";"N";"-";"BS";"1";"4880";"484354";"4646308";"2,81117167";"41,96860748"
"BAR";"SANTA  ANNA";"0585";"Avinguda de Sant Narcís";"117";"-";"N";"";"-";"N";"-";"BS";"-";"4880";"484354";"4646308";"2,81117167";"41,96860748"
"BAR SENSE ELEMENTS DE COCCIÓ";"EL MOLINET DE CAFE";"0585";"Avinguda de Sant Narcís";"119";"-";"N";"";"-";"N";"-";"BS";"1";"4880";"484354";"4646308";"2,81117167";"41,96860748"
"SERVEI DE PERRUQUERIA";"JOICE PERRUQUERS";"0585";"Avinguda de Sant Narcís";"119";"-";"N";"";"-";"N";"-";"EN";"3";"4880";"484354";"4646308";"2,81117167";"41,96860748"
"GIMNÀS I VENDA DE COMPLEMENTS";"BODY ART";"0585";"Avinguda de Sant Narcís";"122";"A";"N";"";"-";"N";"-";"BS";"-";"4960";"484292";"4646255";"2,81042483";"41,96812889"
"TALLER MECÀNIC DE REPARACIÓ DE VEHICLES";"TECNI RODA";"0585";"Avinguda de Sant Narcís";"122";"-";"N";"";"-";"N";"-";"-";"-";"4959";"484295";"4646266";"2,81046074";"41,96822803"
"CENTRE DE RECONEIXEMENT I ASSESSORAMENT LABORAL";"-";"0585";"Avinguda de Sant Narcís";"124";"-";"N";"";"-";"N";"-";"BS";"-";"4961";"484286";"4646242";"2,81035276";"41,96801169"
"REPARACIO APARELLS RADIO TELEFONIA I TV";"ELECTRÒNICA COMAS";"0585";"Avinguda de Sant Narcís";"124";"-";"N";"";"-";"N";"-";"BS";"2";"4961";"484286";"4646242";"2,81035276";"41,96801169"
" ";"-";"0585";"Avinguda de Sant Narcís";"124";"-";"N";"";"-";"N";"-";"2";"2";"4961";"484286";"4646242";"2,81035276";"41,96801169"
"COMERÇ AL MAJOR I AL DETALL DE MATERIAL ELÈCTRIC";"COMERÇ IL·LUMINACIÓ GIRONÈS SL";"0585";"Avinguda de Sant Narcís";"144";"-";"N";"";"-";"N";"-";"BS";"-";"4989";"484237";"4646152";"2,80976381";"41,96720011"
" ";"-";"0586";"Carrer de Sant Pau";"2";"-";"N";"";"-";"N";"-";"-";"-";"6313";"485541";"4648684";"2,82543883";"41,99002997"
"HABITATGE D'ÚS TURÍSTIC";"-";"0586";"Carrer de Sant Pau";"3";"-";"N";"";"-";"N";"-";"1";"-";"9177";"485490";"4648627";"2,82482452";"41,98951565"
"HABITATGE D'ÚS TURÍSTIC";"-";"0586";"Carrer de Sant Pau";"7";"-";"N";"";"-";"N";"-";"1";"-";"10993";"485496";"4648637";"2,82489671";"41,98960583"
"BAR-RESTAURANT";"LUIS ALBERTO DIAZ ROSSO";"0587";"Plaça de Sant Pere";"1";"-";"N";"";"-";"N";"-";"BS";"1";"6324";"485493";"4648614";"2,82486106";"41,98939862"
"ELABORACIÓ I VENDA DE PIZZES PER EMPORTAR";"PIZZERIA DEL BARRI VELL";"0587";"Plaça de Sant Pere";"1";"-";"N";"";"-";"N";"-";"BS";"1";"6324";"485493";"4648614";"2,82486106";"41,98939862"
"HABITATGE D'ÚS TURÍSTIC";"PLAÇA SANT PERE 1";"0587";"Plaça de Sant Pere";"1";"-";"N";"";"-";"N";"-";"2";"1";"6324";"485493";"4648614";"2,82486106";"41,98939862"
"HABITATGE D'ÚS TURÍSTIC";"PLAÇA SANT PERE 1";"0587";"Plaça de Sant Pere";"1";"-";"N";"";"-";"N";"-";"3";"1";"6324";"485493";"4648614";"2,82486106";"41,98939862"
"TALLER ARTESANAL DE BIJUTERIA I PINTURA AMB BOTIGA";"MAR DE COLOR ROSA";"0587";"Plaça de Sant Pere";"2";"-";"N";"";"-";"N";"-";"BS";"2";"6323";"485503";"4648621";"2,82498162";"41,98946185"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"2";"-";"N";"";"-";"N";"-";"1";"2";"6323";"485503";"4648621";"2,82498162";"41,98946185"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"2";"-";"N";"";"-";"N";"-";"3";"1";"6323";"485503";"4648621";"2,82498162";"41,98946185"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"3";"-";"N";"";"-";"N";"-";"3";"1";"10992";"485513";"4648626";"2,82510222";"41,98950707"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"3";"-";"N";"";"-";"N";"-";"3";"2";"10992";"485513";"4648626";"2,82510222";"41,98950707"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"4";"-";"N";"";"-";"N";"-";"-";"-";"6321";"485518";"4648633";"2,82516241";"41,98957021"
"BAR RESTAURANT (CAT. 3) AMB TERRASSA PRIVADA";"EL FORN";"0587";"Plaça de Sant Pere";"5";"-";"N";"";"-";"N";"-";"BS";"1";"6320";"485522";"4648641";"2,82521050";"41,98964234"
"BAR-RESTAURANT (CAT. 2)";"JORBEL";"0587";"Plaça de Sant Pere";"6";"-";"N";"";"-";"N";"-";"BS";"-";"6319";"485526";"4648645";"2,82525870";"41,98967844"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"7";"-";"N";"";"-";"N";"-";"1";"-";"6318";"485527";"4648649";"2,82527067";"41,98971448"
"CASA D'HOSTES";"PENSIÓ GAYÀ";"0587";"Plaça de Sant Pere";"8";"-";"N";"";"-";"N";"-";"3";"-";"6317";"485530";"4648652";"2,82530681";"41,98974156"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"10";"-";"N";"";"-";"N";"-";"1";"-";"6315";"485537";"4648658";"2,82539118";"41,98979572"
"ELABORACIÓ I VENDA DE PLATS CUINATS";"CUINA ARTESANA";"0587";"Plaça de Sant Pere";"11";"-";"N";"";"-";"N";"-";"BS";"-";"10956";"485541";"4648661";"2,82543939";"41,98982282"
"HABITATGE D'ÚS TURÍSTIC";"-";"0587";"Plaça de Sant Pere";"11";"A";"N";"";"-";"N";"-";"2";"A";"10272";"485549";"4648706";"2,82553487";"41,99022826"
"CARNISSERIA SENSE OBRADOR";"CARNS I EMBOTITS GRABULOSA DES DE 53";"0587";"Plaça de Sant Pere";"13";"-";"S";"";"-";"N";"-";"BS";"2";"6331";"485587";"4648660";"2,82599476";"41,98981465"
"DESPATX D'INTERIORISME";"ÀMBIT 7";"0587";"Plaça de Sant Pere";"19";"-";"N";"20";"-";"N";"-";"BS";"1";"11036";"485579";"4648613";"2,82589933";"41,98939119"
"ESGLÉSIA ORTODOXA";"-";"0587";"Plaça de Sant Pere";"22";"-";"N";"";"-";"N";"-";"BS";"3";"6349";"485561";"4648595";"2,82568247";"41,98922875"
"VENDA DE PA I BOLLERIA";"Forn de pa Aliu";"0587";"Plaça de Sant Pere";"23";"-";"N";"";"-";"N";"-";"BS";"-";"6348";"485542";"4648591";"2,82545319";"41,98919237"
"HABITATGE D'ÚS TURÍSTIC";"-";"0589";"Plaça de Sant Ponç";"3";"-";"N";"";"-";"N";"-";"3";"4";"7294";"485072";"4649155";"2,81976472";"41,99426335"
"COMERÇ AL DETALL D'ARTICLES DE LA LLAR, REGALS, TÈXTIL DE CONFECCIÓ I MOBILIARI";"CASA BONA";"0589";"Plaça de Sant Ponç";"4";"-";"N";"";"-";"N";"-";"BS";"-";"7294";"485072";"4649155";"2,81976472";"41,99426335"
"RECEPCIÓ I REPARTIMENT DE PAQUETERIA PETITA";"ECOSOL";"0589";"Plaça de Sant Ponç";"9";"-";"N";"";"-";"N";"-";"BS";"-";"7295";"485173";"4649116";"2,82098514";"41,99391400"
"PIS TUTELAT DE REINSERCIÓ PER A PERSONES SENSE LLAR";"CENTRE D'ACOLLIMENT I SERVEIS SOCIALS";"0589";"Plaça de Sant Ponç";"9";"-";"N";"";"-";"N";"-";"5";"2";"7295";"485173";"4649116";"2,82098514";"41,99391400"
"PIS TUTELAT DE REINSERCIÓ PER A PERSONES SENSE LLAR";"CENTRE D'ACOLLIMENT I SERVEIS SOCIALS";"0589";"Plaça de Sant Ponç";"13";"-";"N";"";"-";"N";"-";"6";"1";"7295";"485173";"4649116";"2,82098514";"41,99391400"
"SUPERMERCAT D'ALIMENTACIO";"BON PREU";"0591";"Carrer de Sant Salvador d'Horta";"40";"-";"N";"";"-";"N";"-";"BS";"1";"2827";"485418";"4646264";"2,82401390";"41,96823159"
"BOTIGA D'HORTICULTURA";"NEW WORLD GROW SHOP";"0591";"Carrer de Sant Salvador d'Horta";"42";"-";"N";"";"-";"N";"-";"BS";"1";"2825";"485442";"4646267";"2,82430347";"41,96825905"
"SERVEI DE PREVENCIÓ DE RISCOS LABORALS";"-";"0591";"Carrer de Sant Salvador d'Horta";"42";"-";"N";"";"-";"N";"-";"BS";"2";"2825";"485442";"4646267";"2,82430347";"41,96825905"
"CARNISSERIA";"BILAL";"0592";"Carrer de Sant Sebastià";"8";"-";"N";"14";"-";"N";"-";"BS";"2";"5131";"483974";"4647185";"2,80656166";"41,97649869"
"OFICINA ADMINISTRATIVA D'UNA EMPRESA DE NETEJA";"HNOS CANT";"0592";"Carrer de Sant Sebastià";"15";"-";"N";"";"-";"N";"-";"BS";"-";"10774";"484039";"4647140";"2,80734744";"41,97609471"
"OFICINA ADMINISTRATIVA D'UNA EMPRESA DE NETEJA";"HNOS CANT";"0592";"Carrer de Sant Sebastià";"15";"-";"N";"";"-";"N";"-";"BS";"-";"10774";"484039";"4647140";"2,80734744";"41,97609471"
"BAR SENSE ELEMENTS DE COCCIÓ";"MARIA";"0592";"Carrer de Sant Sebastià";"31";"-";"N";"";"-";"N";"-";"BS";"1";"5638";"484031";"4646905";"2,80725726";"41,97397798"
"OFICINA IMMOBILIÀRIA";"FINQUES FERNANDO";"0592";"Carrer de Sant Sebastià";"34";"-";"N";"";"-";"N";"-";"BS";"-";"8429";"483987";"4646933";"2,80672543";"41,97422927"
"FARMACIA";"FARMACIA BADIA";"0592";"Carrer de Sant Sebastià";"36";"-";"N";"";"-";"N";"-";"BS";"2";"8877";"483971";"4646897";"2,80653330";"41,97390471"
"BAR RESTAURANT (CAT. 3) AMB OBRADOR DE PRODUCTES CUINATS I PRECUINATS PER EMPORTAR I SERVEI A DOMICI";"CREPERIA AMORE AMORE";"0592";"Carrer de Sant Sebastià";"36";"-";"N";"";"-";"N";"-";"BS";"1";"8877";"483971";"4646897";"2,80653330";"41,97390471"
"TALLER DE REPARACIÓ D'ELECTRODOMÈSTICS";"-";"0592";"Carrer de Sant Sebastià";"37";"-";"S";"";"-";"N";"-";"BS";"-";"5637";"484026";"4646872";"2,80719781";"41,97368066"
"BAR";"ROSA-RAFA";"0592";"Carrer de Sant Sebastià";"38";"-";"N";"";"-";"N";"-";"BS";"-";"8877";"483971";"4646897";"2,80653330";"41,97390471"
"PERRUQUERIA";"FOCUS OFFICIAL BARBER SHOP";"0592";"Carrer de Sant Sebastià";"40";"-";"N";"";"-";"N";"-";"BS";"2";"8877";"483971";"4646897";"2,80653330";"41,97390471"
"VENDA D'ARTICLES DE DROGUERIA, PERFUMERIA, HIGIENE I ALTRES";"CLAREL";"0592";"Carrer de Sant Sebastià";"40";"-";"N";"";"-";"N";"-";"BS";"1";"8877";"483971";"4646897";"2,80653330";"41,97390471"
"CARNISSERIA";"CARNISSERIA XARCUTERIA J.LLUIS";"0592";"Carrer de Sant Sebastià";"40";"-";"N";"";"-";"N";"-";"BS";"3";"8877";"483971";"4646897";"2,80653330";"41,97390471"
" ";"-";"0592";"Carrer de Sant Sebastià";"45";"-";"N";"";"-";"N";"-";"-";"-";"5358";"483951";"4646706";"2,80629711";"41,97218403"
"DESPATX D'EMPRESA DE NETEJA";"ROMINET";"0592";"Carrer de Sant Sebastià";"48";"-";"S";"";"-";"N";"-";"-";"-";"9662";"483876";"4646710";"2,80539180";"41,97221853"
"CENTRE D'ASSISTÈNCIA PRIMÀRIA";"CAP CAN GIBERT DEL PLA";"0592";"Carrer de Sant Sebastià";"50";"-";"N";"";"-";"N";"-";"-";"-";"5652";"483864";"4646653";"2,80524853";"41,97170490"
"BOTIGA DE MITGES, MITJONS I BANYADORS";"CALZEDONIA";"0593";"Carrer de Santa Clara";"1";"-";"N";"";"-";"N";"-";"BS";"-";"3677";"485299";"4647839";"2,82253835";"41,98241487"
"BOTIGA DE BIJUTERIA I COMPLEMENTS";"XATÉ";"0593";"Carrer de Santa Clara";"3";"-";"N";"";"-";"N";"-";"BS";"2";"3676";"485308";"4647843";"2,82264689";"41,98245107"
"COMERÇ AL MENOR DE BIJUTERIA I JOIES";"SALA";"0593";"Carrer de Santa Clara";"3";"-";"N";"";"-";"N";"-";"BS";"1";"3676";"485308";"4647843";"2,82264689";"41,98245107"
"BOTIGA DE FLORS I PLANTES";"AGRIPERPIÑA SL";"0593";"Carrer de Santa Clara";"4";"-";"N";"";"-";"N";"-";"BS";"-";"3679";"485324";"4647833";"2,82284028";"41,98236130"
"BOTIGA DE ROBA I COMPLEMENTS";"LIPSTICK";"0593";"Carrer de Santa Clara";"5";"-";"N";"";"-";"N";"-";"BS";"2";"3675";"485310";"4647855";"2,82267073";"41,98255919"
"BOTIGA DE ROBA";"Magaldi";"0593";"Carrer de Santa Clara";"6";"-";"N";"";"-";"N";"-";"BS";"-";"3680";"485325";"4647838";"2,82285223";"41,98240635"
"COMERÇ AL DETALL DE ROBA I PECES DE VESTIR";"NICE THINGS";"0593";"Carrer de Santa Clara";"8";"-";"N";"";"-";"N";"-";"BS";"A";"3681";"485326";"4647848";"2,82286405";"41,98249644"
"COMERÇ AL DETALL DE ROBA I COMPLEMENTS";"AUNIA STORE";"0593";"Carrer de Santa Clara";"8";"-";"N";"";"-";"N";"-";"BS";"B";"3681";"485326";"4647848";"2,82286405";"41,98249644"
"HABITATGE D'ÚS TURÍSTIC";"GIROROOMS";"0593";"Carrer de Santa Clara";"8";"-";"N";"";"-";"N";"-";"3";"2";"3681";"485326";"4647848";"2,82286405";"41,98249644"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"8";"-";"N";"";"-";"N";"-";"2";"1";"3681";"485326";"4647848";"2,82286405";"41,98249644"
"OFICINA BANCÀRIA";"La Caixa d'Estalvis i de Pensions de Barcelona";"0593";"Carrer de Santa Clara";"9";"-";"N";"";"-";"N";"-";"BS";"-";"3713";"485309";"4647902";"2,82265749";"41,98298248"
"SERVEI D'ALLOTJAMENT I ESMORZAR";"ROOM IN GIRONA";"0593";"Carrer de Santa Clara";"9";"-";"N";"";"-";"N";"-";"EN";"3";"3713";"485309";"4647902";"2,82265749";"41,98298248"
"BOTIGA DE LLAMINADURES";"MELUS";"0593";"Carrer de Santa Clara";"10";"-";"N";"";"-";"N";"-";"BS";"-";"3682";"485327";"4647857";"2,82287590";"41,98257752"
"PERFUMERIA";"XALOC";"0593";"Carrer de Santa Clara";"11";"-";"N";"";"-";"N";"-";"BS";"1";"3712";"";"";"";""
"COMERÇ MENOR PA, PASTISSOS I LACTIS";"FLECA ORIELL";"0593";"Carrer de Santa Clara";"12";"-";"N";"";"-";"N";"-";"BS";"3";"3682";"485327";"4647857";"2,82287590";"41,98257752"
"FABRIC.PANYS I ARTIC. SERRALLERIA";"Boué";"0593";"Carrer de Santa Clara";"12";"-";"N";"";"-";"N";"-";"BS";"2";"3682";"485327";"4647857";"2,82287590";"41,98257752"
"VENDA DETALL ARTICLES FERRETERIA";"BOUÉ";"0593";"Carrer de Santa Clara";"12";"-";"N";"";"-";"N";"-";"BS";"2";"3682";"485327";"4647857";"2,82287590";"41,98257752"
"OFICINA DE SERVEIS DE PROPIETAT IMMOBILIÀRIA I INDUSTRIAL";"GUINOT PRUNERA";"0593";"Carrer de Santa Clara";"16";"-";"N";"";"-";"N";"-";"BS";"-";"11897";"485343";"4647929";"2,82306724";"41,98322629"
"OFICINA DE SERVEIS DE PROPIETAT IMMOBILIÀRIA I INDUSTRIAL";"GUINOT PRUNERA";"0593";"Carrer de Santa Clara";"16";"-";"N";"";"-";"N";"-";"1";"-";"11897";"485343";"4647929";"2,82306724";"41,98322629"
"BOTIGA DE ROBA";"CINC SENTITS";"0593";"Carrer de Santa Clara";"18";"-";"N";"";"-";"N";"-";"BS";"-";"3728";"485345";"4647940";"2,82309111";"41,98332540"
"COMERÇ DE MULTIPRODUCTE";"WOLALA";"0593";"Carrer de Santa Clara";"19";"-";"N";"";"-";"N";"-";"BS";"-";"3720";"485337";"4647973";"2,82299372";"41,98362247"
"OFICINA DE LLOGUER DE PISOS I LOCALS";"-";"0593";"Carrer de Santa Clara";"19";"-";"N";"";"-";"N";"-";"3";"D";"3720";"485337";"4647973";"2,82299372";"41,98362247"
"VENDA DE SERVEIS DE TELECOMUNICACIONS I OFICINES";"FIBRACAT";"0593";"Carrer de Santa Clara";"20";"-";"N";"";"-";"N";"-";"-";"-";"3729";"485347";"4647948";"2,82311506";"41,98339749"
"COMERÇ AL DETALL DE COMPLEMENTS DE MODA I ARTICLES DE VIATGE";"BIBA";"0593";"Carrer de Santa Clara";"22";"-";"N";"";"-";"N";"-";"BS";"-";"3730";"485349";"4647954";"2,82313905";"41,98345157"
"BOTIGA DE BIJUTERIA";"SCARLATTA";"0593";"Carrer de Santa Clara";"23";"-";"N";"";"-";"N";"-";"-";"-";"3720";"485337";"4647973";"2,82299372";"41,98362247"
"BOTIGA DE ROBA";"NORMANDIE";"0593";"Carrer de Santa Clara";"24";"-";"N";"";"-";"N";"-";"BS";"-";"3731";"485351";"4647959";"2,82316307";"41,98349664"
"BOTIGA DE ROBA";"ETXART&PANNO";"0593";"Carrer de Santa Clara";"25";"-";"N";"";"-";"N";"-";"BS";"1";"3717";"485321";"4647990";"2,82280015";"41,98377529"
"SABATERIA I COMPLEMENTS";"BLUE FISH SHOES";"0593";"Carrer de Santa Clara";"25";"-";"N";"";"-";"N";"-";"BS";"2";"3717";"485321";"4647990";"2,82280015";"41,98377529"
"AGÈNCIA DE VIATGES";"VIATGES JET LAG";"0593";"Carrer de Santa Clara";"26";"-";"N";"";"-";"N";"-";"BS";"1";"3732";"485353";"4647968";"2,82318699";"41,98357774"
"BOTIGA DE ROBA";"GEROME";"0593";"Carrer de Santa Clara";"26";"-";"N";"";"-";"N";"-";"BS";"2";"3732";"485353";"4647968";"2,82318699";"41,98357774"
"BAR RESTAURANT (CAT-1)";"ABRIL";"0593";"Carrer de Santa Clara";"27";"-";"N";"";"-";"N";"-";"BS";"-";"3758";"485331";"4648007";"2,82292044";"41,98392859"
"BOTIGA DE ROBA I COMPLEMENTS";"CONTRAST";"0593";"Carrer de Santa Clara";"28";"-";"N";"";"-";"N";"-";"-";"-";"3733";"485355";"4647975";"2,82321096";"41,98364082"
"BOTIGA DE DECORACIÓ DE LA LLAR I COMPLEMENTS";"TEXTURA";"0593";"Carrer de Santa Clara";"29";"-";"N";"";"-";"N";"-";"BS";"-";"3758";"485331";"4648007";"2,82292044";"41,98392859"
"BOTIGA DE ROBA";"ONA GIRONA";"0593";"Carrer de Santa Clara";"30";"-";"N";"";"-";"N";"-";"BS";"-";"3734";"485356";"4647981";"2,82322288";"41,98369488"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"30";"-";"N";"";"-";"N";"-";"AT";"-";"3734";"485356";"4647981";"2,82322288";"41,98369488"
"HABITATGE D'ÚS TURÍSTIC";"ONYAR RIVER CENTER APARTMENTS";"0593";"Carrer de Santa Clara";"30";"-";"N";"";"-";"N";"-";"2";"-";"3734";"485356";"4647981";"2,82322288";"41,98369488"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"30";"-";"N";"";"-";"N";"-";"1";"-";"3734";"485356";"4647981";"2,82322288";"41,98369488"
"COMERÇ AL DETALL DE ROBA, CALÇAT I COMPLEMENTS";"McGREGOR";"0593";"Carrer de Santa Clara";"31";"-";"N";"";"-";"N";"-";"BS";"-";"3757";"485342";"4648009";"2,82305318";"41,98394681"
"VENDA AL DETALL DE ROBA PER NENS";"Le petit Mirall";"0593";"Carrer de Santa Clara";"32";"-";"N";"";"-";"N";"-";"BS";"-";"3735";"485358";"4647986";"2,82324690";"41,98373995"
" ";"CAP SANTA CLARA";"0593";"Carrer de Santa Clara";"33";"-";"N";"";"-";"N";"-";"BS";"-";"3756";"485335";"4648031";"2,82296813";"41,98414482"
"BOTIGA DE ROBA I COMPLEMENTS";"ANNA MACIÀ";"0593";"Carrer de Santa Clara";"34";"-";"N";"";"-";"N";"-";"BS";"1";"3736";"485359";"4647993";"2,82325879";"41,98380302"
"DESPATXOS D'INSPECCIÓ I AVALUACIÓ MÈDICA";"ICAM";"0593";"Carrer de Santa Clara";"35";"-";"N";"";"-";"N";"-";"3";"-";"3756";"485335";"4648031";"2,82296813";"41,98414482"
"ÒPTICA";"MULTIOPTICAS SOLA";"0593";"Carrer de Santa Clara";"36";"-";"N";"";"-";"N";"-";"BS";"1";"3737";"485363";"4648005";"2,82330678";"41,98391117"
"BOTIGA DE ROBA I COMPLEMENTS";"UNAUNICA";"0593";"Carrer de Santa Clara";"37";"-";"N";"";"-";"N";"-";"BS";"1";"3755";"485352";"4648056";"2,82317272";"41,98437030"
"VENDA DE ROBA CONFECCIONADA";"SOM SIS";"0593";"Carrer de Santa Clara";"37";"-";"N";"";"-";"N";"-";"BS";"2";"3755";"485352";"4648056";"2,82317272";"41,98437030"
"VENDA DE ROBA, COMPLEMENT, BIJUTERIA, CALÇAT I MARROQUINER";"RIBES";"0593";"Carrer de Santa Clara";"38";"-";"N";"";"-";"N";"-";"BS";"2";"3737";"485363";"4648005";"2,82330678";"41,98391117"
"BOTIGA DE ROBA DE VESTIR I COMPLEMENTS";"BIMBA Y LOLA";"0593";"Carrer de Santa Clara";"39";"-";"N";"";"-";"N";"-";"BS";"-";"3754";"485355";"4648064";"2,82320874";"41,98444241"
"BOTIGA DE ROBA I COMPLEMENTS";"ANALUA";"0593";"Carrer de Santa Clara";"40";"-";"N";"";"-";"N";"-";"BS";"1";"3738";"485370";"4648029";"2,82339069";"41,98412746"
"VDA.MN. DE SABATES I ARTICLES DE PELL";"RIBUGENT";"0593";"Carrer de Santa Clara";"40";"-";"N";"";"-";"N";"-";"BS";"3";"3738";"485370";"4648029";"2,82339069";"41,98412746"
"BOTIGA DE ROBA";"JAVIER SIMORRA";"0593";"Carrer de Santa Clara";"40";"-";"N";"";"-";"N";"-";"BS";"2";"3738";"485370";"4648029";"2,82339069";"41,98412746"
"SABATERIA I COMPLEMENTS";"FREIXA";"0593";"Carrer de Santa Clara";"41";"-";"N";"";"-";"N";"-";"BS";"-";"3753";"485360";"4648075";"2,82326882";"41,98454158"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"41";"-";"N";"";"-";"N";"-";"4";"-";"3753";"485360";"4648075";"2,82326882";"41,98454158"
"VDA.MN. DE ROBA CONFECCIONADA";"";"0593";"Carrer de Santa Clara";"42";"-";"N";"";"-";"N";"-";"BS";"-";"3738";"485370";"4648029";"2,82339069";"41,98412746"
"BOTIGA DE ROBA";"DESPIRAL";"0593";"Carrer de Santa Clara";"43";"-";"S";"";"-";"N";"-";"BS";"-";"3786";"485364";"4648096";"2,82331659";"41,98473079"
"VENDA DE XOCOLATA I ARTICLES RELACIONATS";"CHOCOLATERIA EQUADOR";"0593";"Carrer de Santa Clara";"44";"-";"N";"";"-";"N";"-";"BS";"2";"3739";"485377";"4648052";"2,82347462";"41,98433474"
"BOTIGA DE ROBA";"LURDES BERGADÀ/SYNGMAN CUCALA";"0593";"Carrer de Santa Clara";"44";"-";"N";"";"-";"N";"-";"BS";"1";"3739";"485377";"4648052";"2,82347462";"41,98433474"
"BOTIGA DE ROBA";"LIU JO";"0593";"Carrer de Santa Clara";"45";"-";"N";"";"-";"N";"-";"BS";"1";"3803";"485358";"4648104";"2,82324396";"41,98480274"
"BAR-RESTAURANT (CAT. 2) AMB BOTIGA DE VENDA DE PA, PRODUCTES DE PASTISSERIA I PLATS PREPARATS";"CAN MONER";"0593";"Carrer de Santa Clara";"45";"-";"N";"";"-";"N";"-";"BS";"2";"3803";"485358";"4648104";"2,82324396";"41,98480274"
" ";"Armeria Girona";"0593";"Carrer de Santa Clara";"46";"-";"N";"";"-";"N";"-";"BS";"1";"3740";"485380";"4648063";"2,82351056";"41,98443387"
"JOIERIA I COMPLEMENTS";"EVA LOZANO";"0593";"Carrer de Santa Clara";"46";"-";"N";"";"-";"N";"-";"BS";"2";"3740";"485380";"4648063";"2,82351056";"41,98443387"
"RESTAURANT";"UDON";"0593";"Carrer de Santa Clara";"47";"-";"N";"";"-";"N";"-";"BS";"-";"3802";"485357";"4648112";"2,82323169";"41,98487477"
"BOTIGA DE ROBA";"COMALAT DONA";"0593";"Carrer de Santa Clara";"48";"-";"N";"";"-";"N";"-";"BS";"2";"3741";"485383";"4648074";"2,82354650";"41,98453300"
"COMERÇ AL DETALL D'ARTICLES DE RELLOTGERIA, JOIERIA I ARGENTERIA";"M BOSCH JOIERIA";"0593";"Carrer de Santa Clara";"48";"-";"N";"";"-";"N";"-";"BS";"1";"3741";"485383";"4648074";"2,82354650";"41,98453300"
"BAR RESTAURANT (CAT. 3) AMB PUNT DE VENDA DE PA I PRODUCTES DE FLECA";"PLIS PLAS SANTA CLARA";"0593";"Carrer de Santa Clara";"49";"-";"N";"";"-";"N";"-";"BS";"-";"3801";"485360";"4648118";"2,82326775";"41,98492887"
"SALÓ DE BELLESA";"Integrée";"0593";"Carrer de Santa Clara";"50";"-";"N";"";"-";"N";"-";"1";"-";"3774";"485384";"4648097";"2,82355800";"41,98474017"
"FLECA";"PONT DE FERRO";"0593";"Carrer de Santa Clara";"50";"-";"N";"";"-";"N";"-";"BS";"2";"3774";"485384";"4648097";"2,82355800";"41,98474017"
"GELATERIA SENSE OBRADOR";"ROCAMBOLESC";"0593";"Carrer de Santa Clara";"50";"-";"N";"";"-";"N";"-";"BS";"1";"3774";"485384";"4648097";"2,82355800";"41,98474017"
"PERFUMERIA";"PERFUMERIA SAN REMO";"0593";"Carrer de Santa Clara";"51";"-";"N";"";"-";"N";"-";"BS";"-";"3800";"485360";"4648127";"2,82326753";"41,98500993"
"BOTIGA DE ROBA";"IKKS";"0593";"Carrer de Santa Clara";"52";"-";"N";"";"-";"N";"-";"BS";"-";"3775";"485391";"4648107";"2,82364225";"41,98483037"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"52";"-";"N";"";"-";"N";"-";"2";"A";"3775";"485391";"4648107";"2,82364225";"41,98483037"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"52";"-";"N";"";"-";"N";"-";"4";"-";"3775";"485391";"4648107";"2,82364225";"41,98483037"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"53";"-";"N";"";"-";"N";"-";"1";"2";"3799";"485360";"4648137";"2,82326728";"41,98509999"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"53";"-";"N";"";"-";"N";"-";"3";"1";"3799";"485360";"4648137";"2,82326728";"41,98509999"
"HABITATGE D'ÚS TURÍSTIC";"-";"0593";"Carrer de Santa Clara";"53";"-";"N";"";"-";"N";"-";"3";"2";"3799";"485360";"4648137";"2,82326728";"41,98509999"
